image_id,type,x,y,w,h,img_shp_0_init,img_shape1_init,img_shp_0,img_shp_1
1206,Type_3,56,31,80,146,4128,3096,192,256
1207,Type_3,41,70,116,117,3264,2448,192,256
1208,Type_3,1,94,120,119,4128,2322,144,256
1221,Type_3,35,71,114,122,3264,2448,192,256
1224,Type_3,40,60,119,130,4128,3096,192,256
1232,Type_3,38,38,118,129,4128,3096,192,256
1235,Type_3,1,41,160,119,3264,2448,192,256
1237,Type_3,22,53,146,151,3264,2448,192,256
124,Type_3,16,50,160,158,4128,3096,192,256
1244,Type_3,18,39,160,161,3264,2448,192,256
1248,Type_3,1,1,58,189,3096,4128,256,192
125,Type_3,36,76,106,105,3264,2448,192,256
1252,Type_3,24,55,148,147,4128,3096,192,256
1254,Type_3,53,76,86,93,3264,2448,192,256
1256,Type_3,24,19,119,176,4128,2322,144,256
1259,Type_3,3,38,176,176,3264,2448,192,256
1265,Type_3,31,87,93,58,4128,3096,192,256
1268,Type_3,1,45,168,193,3264,2448,192,256
1270,Type_3,24,55,145,146,4128,3096,192,256
1275,Type_3,1,1,190,253,4128,3096,192,256
1277,Type_3,19,52,149,149,3264,2448,192,256
1278,Type_3,66,89,56,48,3264,2448,192,256
1280,Type_3,30,39,137,177,3264,2448,192,256
1284,Type_3,1,1,190,253,3264,2448,192,256
1286,Type_3,1,38,176,175,3264,2448,192,256
1287,Type_3,16,1,175,37,3264,2448,192,256
1291,Type_3,21,53,152,140,3264,2448,192,256
1296,Type_3,23,55,146,145,4128,3096,192,256
130,Type_3,43,90,97,101,3264,2448,192,256
1300,Type_3,1,35,171,175,3264,2448,192,256
1306,Type_3,40,57,107,137,3264,2448,192,256
1307,Type_3,1,43,171,170,3264,2448,192,256
1309,Type_3,28,48,139,143,3264,2448,192,256
132,Type_3,75,59,98,126,3264,2448,192,256
1323,Type_3,24,81,99,99,3264,2448,192,256
1332,Type_3,40,85,94,88,3264,2448,192,256
1333,Type_3,22,54,144,149,4128,3096,192,256
1335,Type_3,1,1,144,167,4128,3096,192,256
1341,Type_3,5,41,170,169,3264,2448,192,256
1347,Type_3,20,54,150,144,3264,2448,192,256
135,Type_3,34,68,115,121,3264,2448,192,256
1350,Type_3,1,43,173,171,3264,2448,192,256
1351,Type_3,21,48,149,154,4128,3096,192,256
1355,Type_3,47,81,125,115,3264,2448,192,256
1360,Type_3,1,1,177,193,3264,2448,192,256
1364,Type_3,34,69,121,107,3264,2448,192,256
1366,Type_3,32,67,119,118,3264,2448,192,256
1367,Type_3,41,39,118,129,3264,2448,192,256
1372,Type_3,44,7,182,149,2448,3264,256,192
1374,Type_3,29,144,162,110,4128,3096,192,256
1375,Type_3,50,43,104,76,3264,2448,192,256
1382,Type_3,10,52,154,139,3264,2448,192,256
1387,Type_3,40,59,111,86,4128,3096,192,256
1394,Type_3,64,104,64,58,3264,2448,192,256
1396,Type_3,1,33,180,200,4128,3096,192,256
1397,Type_3,1,1,190,253,3264,2448,192,256
1400,Type_3,1,1,190,253,3264,2448,192,256
1401,Type_3,1,5,184,239,4128,3096,192,256
1402,Type_3,51,41,94,114,3264,2448,192,256
1403,Type_3,35,70,108,109,3264,2448,192,256
1404,Type_3,1,37,173,181,3264,2448,192,256
1408,Type_3,1,22,190,199,3264,2448,192,256
1409,Type_3,28,51,110,108,3264,2448,192,256
141,Type_3,1,19,190,235,3264,2448,192,256
1410,Type_3,47,61,125,125,4128,3096,192,256
1412,Type_3,1,30,190,162,4128,3096,192,256
1417,Type_3,18,50,150,157,4128,3096,192,256
1420,Type_3,8,42,173,172,3264,2448,192,256
1423,Type_3,23,80,104,106,3264,2448,192,256
1425,Type_3,1,15,186,237,3264,2448,192,256
1429,Type_3,42,46,120,150,4128,3096,192,256
143,Type_3,41,55,129,63,3264,2448,192,256
1431,Type_3,28,44,151,121,3264,2448,192,256
1434,Type_3,23,51,146,149,4128,3096,192,256
1442,Type_3,1,1,151,173,4128,3096,192,256
1447,Type_3,1,62,190,192,4128,3096,192,256
1448,Type_3,40,23,180,167,2448,3264,256,192
145,Type_3,17,48,152,155,4128,3096,192,256
1455,Type_3,34,77,122,121,3264,2448,192,256
1458,Type_3,60,69,100,136,3264,2448,192,256
1459,Type_3,34,40,144,133,3264,2448,192,256
146,Type_3,18,48,154,153,4128,3096,192,256
1460,Type_3,1,1,190,253,4128,3096,192,256
1461,Type_3,34,77,108,106,3264,2448,192,256
1469,Type_3,1,106,148,70,3264,2448,192,256
1470,Type_3,40,71,100,103,3264,2448,192,256
1475,Type_3,24,53,144,140,3264,2448,192,256
1477,Type_3,15,51,152,145,3264,2448,192,256
1479,Type_3,1,1,190,230,3264,2448,192,256
150,Type_3,22,54,147,147,3264,2448,192,256
154,Type_3,67,62,74,94,3264,2448,192,256
155,Type_3,1,205,190,49,3264,2448,192,256
158,Type_3,1,1,190,253,3264,2448,192,256
16,Type_3,1,1,190,253,4128,3096,192,256
163,Type_3,1,44,172,173,3264,2448,192,256
166,Type_3,24,56,148,140,3264,2448,192,256
169,Type_3,49,96,55,59,3264,2448,192,256
170,Type_3,30,64,115,120,3264,2448,192,256
172,Type_3,1,38,175,173,3264,2448,192,256
174,Type_3,46,69,105,136,3264,2448,192,256
179,Type_3,48,52,143,202,4128,3096,192,256
18,Type_3,20,70,149,149,4128,3096,192,256
187,Type_3,14,51,147,154,4128,3096,192,256
188,Type_3,31,54,160,87,4128,3096,192,256
193,Type_3,50,72,102,92,4128,3096,192,256
194,Type_3,23,55,148,147,4128,3096,192,256
196,Type_3,33,20,178,165,2448,3264,256,192
197,Type_3,22,63,127,124,3264,2448,192,256
199,Type_3,21,55,148,148,3264,2448,192,256
20,Type_3,23,13,148,42,3264,2448,192,256
200,Type_3,11,38,132,136,3264,2448,192,256
202,Type_3,1,1,190,253,4128,3096,192,256
207,Type_3,42,67,105,108,3264,2448,192,256
211,Type_3,1,1,190,54,3264,2448,192,256
212,Type_3,1,64,115,147,3264,2448,192,256
214,Type_3,8,79,163,91,3264,2448,192,256
217,Type_3,2,42,171,170,3264,2448,192,256
220,Type_3,32,55,125,92,3264,2448,192,256
221,Type_3,31,43,101,113,3264,2448,192,256
222,Type_3,33,54,149,143,3264,2448,192,256
226,Type_3,1,1,190,253,4128,3096,192,256
228,Type_3,18,54,154,151,4128,3096,192,256
23,Type_3,24,124,138,108,4128,3096,192,256
232,Type_3,25,53,147,147,3264,2448,192,256
242,Type_3,1,1,161,173,4128,3096,192,256
247,Type_3,1,1,190,253,3264,2448,192,256
249,Type_3,1,156,190,98,4128,3096,192,256
25,Type_3,17,74,146,117,3264,2448,192,256
253,Type_3,28,121,69,80,4128,2322,144,256
256,Type_3,13,40,164,214,3264,2448,192,256
258,Type_3,21,55,148,160,3264,2448,192,256
259,Type_3,20,47,150,150,3264,2448,192,256
260,Type_3,48,87,70,62,3264,2448,192,256
261,Type_3,45,47,129,118,4128,3096,192,256
263,Type_3,1,1,190,253,3264,2448,192,256
269,Type_3,34,33,157,176,4128,3096,192,256
272,Type_3,1,1,190,253,4128,3096,192,256
273,Type_3,1,53,167,162,3264,2448,192,256
275,Type_3,37,16,173,171,2448,3264,256,192
277,Type_3,24,54,149,147,3264,2448,192,256
280,Type_3,31,79,110,112,3264,2448,192,256
286,Type_3,1,1,190,253,4128,3096,192,256
287,Type_3,22,39,156,166,3264,2448,192,256
289,Type_3,18,50,149,147,4128,3096,192,256
292,Type_3,1,1,190,253,3264,2448,192,256
295,Type_3,32,70,107,110,3264,2448,192,256
299,Type_3,1,81,190,128,4128,3096,192,256
3,Type_3,40,74,83,103,4160,3120,192,256
30,Type_3,1,1,190,253,4128,3096,192,256
300,Type_3,14,43,170,177,3264,2448,192,256
304,Type_3,1,1,155,140,4128,3096,192,256
307,Type_3,45,45,146,146,3264,2448,192,256
309,Type_3,25,45,143,155,4128,3096,192,256
318,Type_3,67,95,65,62,3264,2448,192,256
320,Type_3,24,61,167,153,4128,3096,192,256
321,Type_3,32,56,126,120,4128,3096,192,256
322,Type_3,40,79,89,87,3264,2448,192,256
323,Type_3,45,80,85,78,3264,2448,192,256
324,Type_3,28,64,120,118,3264,2448,192,256
325,Type_3,48,71,103,99,4128,3096,192,256
327,Type_3,1,1,190,253,4160,3120,192,256
328,Type_3,1,1,190,253,3264,2448,192,256
33,Type_3,16,48,129,113,3264,2448,192,256
335,Type_3,11,53,140,118,3264,2448,192,256
336,Type_3,3,1,188,249,4128,3096,192,256
344,Type_3,24,64,125,118,3264,2448,192,256
347,Type_3,23,53,143,151,4128,3096,192,256
350,Type_3,1,37,167,178,3264,2448,192,256
352,Type_3,101,1,154,177,3096,4128,256,192
355,Type_3,44,88,85,80,3264,2448,192,256
357,Type_3,23,53,150,151,3264,2448,192,256
361,Type_3,41,76,122,98,4128,3096,192,256
362,Type_3,29,36,137,179,3264,2448,192,256
363,Type_3,1,1,190,253,4128,3096,192,256
370,Type_3,1,1,190,253,4128,3096,192,256
373,Type_3,1,41,172,181,3264,2448,192,256
38,Type_3,1,44,169,179,3264,2448,192,256
380,Type_3,1,1,190,253,3264,2448,192,256
390,Type_3,37,44,144,125,3096,4128,256,192
391,Type_3,1,1,190,253,4128,3096,192,256
392,Type_3,1,1,190,253,3264,2448,192,256
399,Type_3,1,82,174,134,3264,2448,192,256
402,Type_3,22,51,143,153,3264,2448,192,256
405,Type_3,43,83,79,90,3264,2448,192,256
409,Type_3,1,43,133,182,3264,2448,192,256
415,Type_3,43,19,172,170,2448,3264,256,192
417,Type_3,59,81,93,103,3264,2448,192,256
422,Type_3,40,61,119,112,3264,2448,192,256
424,Type_3,1,42,184,182,3264,2448,192,256
426,Type_3,31,77,113,114,3264,2448,192,256
427,Type_3,1,1,190,222,4128,3096,192,256
430,Type_3,31,69,127,119,4128,3096,192,256
431,Type_3,1,67,150,139,3264,2448,192,256
433,Type_3,19,49,172,158,3264,2448,192,256
435,Type_3,1,1,188,251,3264,2448,192,256
436,Type_3,29,41,145,113,3264,2448,192,256
439,Type_3,52,78,97,95,3264,2448,192,256
450,Type_3,1,1,190,200,4128,3096,192,256
459,Type_3,19,46,150,165,3264,2448,192,256
465,Type_3,27,85,132,103,3264,2448,192,256
466,Type_3,36,69,116,116,3264,2448,192,256
467,Type_3,35,63,113,108,3264,2448,192,256
468,Type_3,25,51,147,148,4128,3096,192,256
475,Type_3,19,49,147,154,4128,3096,192,256
477,Type_3,43,72,104,109,3264,2448,192,256
479,Type_3,27,1,120,36,3264,2448,192,256
480,Type_3,33,54,138,122,3264,2448,192,256
489,Type_3,34,15,176,167,2448,3264,256,192
49,Type_3,19,55,154,141,3264,2448,192,256
491,Type_3,1,1,190,253,4128,3096,192,256
492,Type_3,22,77,118,104,4128,3096,192,256
494,Type_3,57,78,73,83,3264,2448,192,256
495,Type_3,15,54,118,150,3264,2448,192,256
498,Type_3,1,37,190,169,3264,2448,192,256
5,Type_3,45,55,91,122,4128,3096,192,256
50,Type_3,1,1,190,121,3264,2448,192,256
500,Type_3,9,50,164,163,4160,3120,192,256
510,Type_3,14,34,145,176,3264,2448,192,256
511,Type_3,1,41,168,172,3264,2448,192,256
512,Type_3,2,94,176,160,4128,3096,192,256
514,Type_3,1,36,184,181,3264,2448,192,256
519,Type_3,67,44,123,124,2448,3264,256,192
520,Type_3,1,1,190,253,3264,2448,192,256
527,Type_3,5,39,169,173,3264,2448,192,256
530,Type_3,1,55,172,153,4128,3096,192,256
543,Type_3,1,29,190,197,4128,3096,192,256
554,Type_3,22,37,154,157,3264,2448,192,256
555,Type_3,1,1,190,250,3264,2448,192,256
565,Type_3,1,49,181,166,3264,2448,192,256
567,Type_3,110,1,62,253,3264,2448,192,256
571,Type_3,32,57,110,117,3264,2448,192,256
573,Type_3,35,50,88,122,3264,2448,192,256
575,Type_3,22,53,146,149,4128,3096,192,256
58,Type_3,1,13,187,231,3264,2448,192,256
585,Type_3,13,43,155,158,4128,3096,192,256
587,Type_3,39,61,133,115,3264,2448,192,256
59,Type_3,36,71,108,117,3264,2448,192,256
590,Type_3,38,75,118,115,3264,2448,192,256
594,Type_3,41,79,72,95,4128,2322,144,256
598,Type_3,1,1,190,253,4128,3096,192,256
599,Type_3,2,41,168,171,3264,2448,192,256
600,Type_3,58,55,77,61,3264,2448,192,256
604,Type_3,59,90,72,76,3264,2448,192,256
606,Type_3,15,56,157,152,4160,3120,192,256
61,Type_3,1,47,156,135,3264,2448,192,256
617,Type_3,1,37,180,179,3264,2448,192,256
62,Type_3,41,80,89,80,3264,2448,192,256
625,Type_3,56,44,65,117,3264,2448,192,256
626,Type_3,20,52,149,143,4128,3096,192,256
627,Type_3,1,1,190,57,3264,2448,192,256
628,Type_3,1,1,190,253,4128,3096,192,256
629,Type_3,1,51,139,162,3264,2448,192,256
63,Type_3,6,38,176,175,3264,2448,192,256
630,Type_3,1,1,190,253,4128,3096,192,256
631,Type_3,1,1,190,169,4128,3096,192,256
635,Type_3,1,133,45,105,3264,2448,192,256
636,Type_3,44,102,62,48,3264,2448,192,256
637,Type_3,20,51,152,149,3264,2448,192,256
638,Type_3,1,35,157,182,4128,3096,192,256
646,Type_3,1,35,167,186,3264,2448,192,256
650,Type_3,1,16,156,168,4128,3096,192,256
654,Type_3,3,45,144,134,4128,3096,192,256
661,Type_3,16,40,135,158,3264,2448,192,256
664,Type_3,1,1,190,221,4128,3096,192,256
669,Type_3,27,41,131,139,3264,2448,192,256
670,Type_3,49,77,95,97,4128,3096,192,256
672,Type_3,34,69,115,113,3264,2448,192,256
675,Type_3,1,48,173,175,3264,2448,192,256
679,Type_3,138,68,36,134,3264,2448,192,256
682,Type_3,27,79,118,109,3264,2448,192,256
689,Type_3,37,76,108,107,3264,2448,192,256
69,Type_3,24,42,139,168,4128,3096,192,256
690,Type_3,35,23,175,167,2448,3264,256,192
692,Type_3,1,20,190,234,3264,2448,192,256
694,Type_3,1,75,173,173,4128,3096,192,256
695,Type_3,75,27,104,110,2448,3264,256,192
697,Type_3,108,50,47,78,3264,2448,192,256
70,Type_3,50,74,99,100,4128,3096,192,256
706,Type_3,20,53,151,147,3264,2448,192,256
71,Type_3,1,40,190,156,4128,3096,192,256
711,Type_3,1,47,167,151,4128,3096,192,256
715,Type_3,37,62,100,86,4128,3096,192,256
721,Type_3,2,45,174,166,3264,2448,192,256
728,Type_3,1,1,190,239,640,480,192,256
73,Type_3,27,55,164,147,3264,2448,192,256
731,Type_3,1,207,190,47,3264,2448,192,256
733,Type_3,55,55,96,107,4128,3096,192,256
734,Type_3,19,53,172,142,4128,3096,192,256
735,Type_3,1,1,190,253,3264,2448,192,256
736,Type_3,1,1,190,253,3264,2448,192,256
737,Type_3,21,49,133,157,3264,2448,192,256
740,Type_3,6,38,165,180,3264,2448,192,256
742,Type_3,36,64,99,110,3264,2448,192,256
746,Type_3,16,48,161,160,4128,3096,192,256
747,Type_3,1,1,190,253,4128,3096,192,256
750,Type_3,46,30,111,126,4128,3096,192,256
752,Type_3,26,53,133,129,4128,3096,192,256
755,Type_3,1,1,190,208,4128,3096,192,256
757,Type_3,40,68,90,101,3264,2448,192,256
758,Type_3,71,3,142,171,2448,3264,256,192
766,Type_3,20,40,145,157,4128,3096,192,256
767,Type_3,1,229,53,25,3264,2448,192,256
770,Type_3,43,84,92,87,3264,2448,192,256
773,Type_3,17,45,127,178,3264,2448,192,256
774,Type_3,23,53,146,149,4128,3096,192,256
776,Type_3,34,38,112,126,3264,2448,192,256
778,Type_3,38,25,182,165,2448,3264,256,192
780,Type_3,1,32,167,181,3264,2448,192,256
782,Type_3,28,55,139,142,3264,2448,192,256
784,Type_3,1,41,115,124,3264,2448,192,256
788,Type_3,14,59,160,140,3264,2448,192,256
796,Type_3,38,75,108,81,3264,2448,192,256
799,Type_3,4,32,173,181,3264,2448,192,256
800,Type_3,1,23,133,231,4128,3096,192,256
801,Type_3,15,46,165,167,3264,2448,192,256
803,Type_3,29,34,131,110,3264,2448,192,256
806,Type_3,1,37,174,182,3264,2448,192,256
808,Type_3,18,61,156,129,3264,2448,192,256
811,Type_3,31,58,133,123,3264,2448,192,256
812,Type_3,1,1,190,110,3264,2448,192,256
818,Type_3,24,57,142,145,3264,2448,192,256
82,Type_3,31,58,136,138,4128,3096,192,256
820,Type_3,37,75,54,22,3264,2448,192,256
822,Type_3,26,56,136,130,3264,2448,192,256
823,Type_3,1,1,115,189,3096,4128,256,192
825,Type_3,1,1,190,253,4128,3096,192,256
828,Type_3,69,64,68,87,3264,2448,192,256
83,Type_3,54,85,84,86,3264,2448,192,256
835,Type_3,41,84,78,75,3264,2448,192,256
837,Type_3,56,140,119,68,3264,2448,192,256
839,Type_3,18,40,141,151,4128,3096,192,256
840,Type_3,37,52,95,89,3264,2448,192,256
845,Type_3,1,41,190,147,4128,3096,192,256
848,Type_3,36,65,110,115,3264,2448,192,256
853,Type_3,1,27,190,185,3264,2448,192,256
864,Type_3,25,54,146,147,3264,2448,192,256
866,Type_3,18,49,157,156,3264,2448,192,256
869,Type_3,37,151,121,62,3264,2448,192,256
87,Type_3,1,143,190,111,3264,2448,192,256
870,Type_3,1,49,158,150,3264,2448,192,256
872,Type_3,45,82,87,91,3264,2448,192,256
875,Type_3,118,1,73,38,3264,2448,192,256
876,Type_3,31,48,138,143,4128,3096,192,256
877,Type_3,1,1,190,253,3264,2448,192,256
878,Type_3,37,56,108,138,3264,2448,192,256
881,Type_3,33,64,110,111,3264,2448,192,256
885,Type_3,38,82,119,107,4128,3096,192,256
892,Type_3,34,75,109,107,3264,2448,192,256
893,Type_3,1,1,178,196,3264,2448,192,256
897,Type_3,38,84,98,93,3264,2448,192,256
898,Type_3,27,54,143,148,3264,2448,192,256
899,Type_3,1,37,166,177,3264,2448,192,256
900,Type_3,1,41,180,141,4128,3096,192,256
902,Type_3,17,56,156,142,3264,2448,192,256
907,Type_3,46,87,104,77,3264,2448,192,256
909,Type_3,31,65,109,111,3264,2448,192,256
910,Type_3,41,71,112,113,3264,2448,192,256
914,Type_3,18,57,151,142,3264,2448,192,256
916,Type_3,1,1,190,71,4128,3096,192,256
923,Type_3,6,42,174,173,3264,2448,192,256
924,Type_3,41,25,180,165,2448,3264,256,192
927,Type_3,48,57,108,177,3264,2448,192,256
931,Type_3,33,66,123,122,4160,3120,192,256
941,Type_3,32,94,93,76,3264,2448,192,256
943,Type_3,9,44,177,176,3264,2448,192,256
944,Type_3,7,36,171,172,3264,2448,192,256
945,Type_3,33,75,114,120,3264,2448,192,256
947,Type_3,1,1,190,253,4128,3096,192,256
949,Type_3,1,46,176,176,3264,2448,192,256
950,Type_3,39,59,116,112,3264,2448,192,256
951,Type_3,24,52,150,150,3264,2448,192,256
952,Type_3,1,1,190,253,3264,2448,192,256
953,Type_3,46,75,101,106,3264,2448,192,256
954,Type_3,27,70,123,122,3264,2448,192,256
962,Type_3,1,38,168,177,3264,2448,192,256
968,Type_3,1,19,179,201,4128,3096,192,256
975,Type_3,25,62,127,92,4128,3096,192,256
98,Type_3,16,29,106,139,4128,2322,144,256
980,Type_3,24,62,125,122,3264,2448,192,256
983,Type_3,19,50,159,169,3264,2448,192,256
986,Type_3,17,45,134,124,3264,2448,192,256
993,Type_3,1,1,190,253,3264,2448,192,256
995,Type_3,36,73,102,100,3264,2448,192,256
996,Type_3,58,85,82,85,3264,2448,192,256
